in der Acht,Linger,Käerjeng
im Hunnenzälltgen,Linger,Käerjeng
in der Acht auf der Lag,Linger,Käerjeng
zwischen den Bannen,Linger,Käerjeng
am Kirchenbäumchen,Linger,Käerjeng
in Wolfert,Linger,Käerjeng
Sobelsack,Linger,Käerjeng
in der Erbschaft,Linger,Käerjeng
Zillbuesch,Linger,Käerjeng
im Hersberg,Linger,Käerjeng
im Rothfeld,Hautcharage,Käerjeng
im Kalk,Hautcharage,Käerjeng
in der Acht,Hautcharage,Käerjeng
auf den Gruben,Hautcharage,Käerjeng
in der Mühlenstädchen,Hautcharage,Käerjeng
auf der Hoesterchen,Hautcharage,Käerjeng
auf Salt,Hautcharage,Käerjeng
in Lanngrund,Hautcharage,Käerjeng
bei Laeschbour,Hautcharage,Käerjeng
bei lorentzborn,Hautcharage,Käerjeng
Bandelt,Hautcharage,Käerjeng
in der Kaemerchen,Hautcharage,Käerjeng
im Angelsberg,Hautcharage,Käerjeng
im Gärtchen,Hautcharage,Käerjeng
im Tempelfeld,Hautcharage,Käerjeng
Bofferdangermoder,Hautcharage,Käerjeng
in Bofferdangerwiesen,Hautcharage,Käerjeng
in Frohnertzlängt,Hautcharage,Käerjeng
op dem Kellerwee,Hautcharage,Käerjeng
in der obersten Mühlenstädchen,Hautcharage,Käerjeng
im Grauenstein,Bascharage,Käerjeng
in der Thomm,Bascharage,Käerjeng
im Freigart,Bascharage,Käerjeng
im Leim,Bascharage,Käerjeng
Barrière,Bascharage,Käerjeng
in Lauterban,Bascharage,Käerjeng
in Freiendall,Bascharage,Käerjeng
im Hölenrück,Bascharage,Käerjeng
auf Dautweiller,Bascharage,Käerjeng
beim Korbäumchen,Bascharage,Käerjeng
in der Fischerei,Bascharage,Käerjeng
in der Höll,Bascharage,Käerjeng
bei Linger Steg,Bascharage,Käerjeng
im Gärtchen,Bascharage,Käerjeng
in der Schinnskaul,Bascharage,Käerjeng
Moulin de Bascharage,Bascharage,Käerjeng
Kosselt,Bascharage,Käerjeng
Pohleneck,Bascharage,Käerjeng
Krankweyer,Bascharage,Käerjeng
auf Kapelstücker,Bascharage,Käerjeng
Kettringerpärchen,Bascharage,Käerjeng
auf Zemmetterhaus,Bascharage,Käerjeng
im Heiligengrund,Bascharage,Käerjeng
im Achtegrund,Bascharage,Käerjeng
bei der Weissermark,Bascharage,Käerjeng
auf der Steinrausch,Bascharage,Käerjeng
Welschwinkel,Bommelscheuer,Käerjeng
bei Bommelscheuer,Bommelscheuer,Käerjeng
Sichmes Gründchen,Clemency,Käerjeng
happe feld,Clemency,Käerjeng
Langer Haag,Clemency,Käerjeng
Eiche Wies,Clemency,Käerjeng
Arler Weg,Clemency,Käerjeng
auf der Mees,Clemency,Käerjeng
Neuens Kreutz,Clemency,Käerjeng
Brautrock,Clemency,Käerjeng
käller,Clemency,Käerjeng
Auf den gebrannten häuser,Clemency,Käerjeng
Weyerchen,Clemency,Käerjeng
Schlewenhof,Clemency,Käerjeng
Schansbach,Clemency,Käerjeng
Breide Weg,Clemency,Käerjeng
Horstadt,Clemency,Käerjeng
Puberich,Clemency,Käerjeng
Hune Winkel,Clemency,Käerjeng
Schweinsanner,Clemency,Käerjeng
Oligslag,Clemency,Käerjeng
Kohleberg,Clemency,Käerjeng
Holz-Stras,Clemency,Käerjeng
Schante Bour,Clemency,Käerjeng
Bouracht,Clemency,Käerjeng
Nachtban,Moulins,Käerjeng
Michelberg,Moulins,Käerjeng
bey der Kapell,Moulins,Käerjeng
Weyerchen,Moulins,Käerjeng
Kaespelt,Moulins,Käerjeng
Lanneknap,Moulins,Käerjeng
Bramesch Wies,Moulins,Käerjeng
Schock Weyer,Moulins,Käerjeng
Schockmühle,Moulins,Käerjeng
Kühonner,Moulins,Käerjeng
Rosenknöpgen,Moulins,Käerjeng
Peschmühl,Moulins,Käerjeng
Krieberg,Moulins,Käerjeng
in der Acht,Moulins,Käerjeng
Hasel,Moulins,Käerjeng
Bromeschheck,Moulins,Käerjeng
Seifden,Moulins,Käerjeng
Schickels Scheuer,Moulins,Käerjeng
Rommebüsch,Moulins,Käerjeng
Kühonner,Moulins,Käerjeng
am Faubourg,Fingig,Käerjeng
Michelacker,Fingig,Käerjeng
Schwarzebaum,Fingig,Käerjeng
auf der Acht,Fingig,Käerjeng
Mauerchen,Fingig,Käerjeng
Mauer Wies,Fingig,Käerjeng
Nachtban,Fingig,Käerjeng
Greder Stüker,Fingig,Käerjeng
Kreuz Gewan,Fingig,Käerjeng
unter der Stras,Fingig,Käerjeng
Schiebelsgrond,Fingig,Käerjeng
auf Espen,Fingig,Käerjeng
auf dem Koos,Fingig,Käerjeng
Matheies Bur,Fingig,Käerjeng
auf dem Stein,Fingig,Käerjeng
Land Speiser,Fingig,Käerjeng
Mühlewies,Fingig,Käerjeng
Weyer Wies,Fingig,Käerjeng
auf der Gemein,Dippach,Dippach
Gemeinenbüsch,Dippach,Dippach
auf Grevenheck,Dippach,Dippach
bei der Windmühle,Dippach,Dippach
auf dem Dief,Dippach,Dippach
auf den Affen,Dippach,Dippach
auf der Acht,Dippach,Dippach
auf dem Teich,Dippach,Dippach
auf dem Weidenbaum,Dippach,Dippach
Dirwies,Dippach,Dippach
im Altenweeg,Dippach,Dippach
Thillen-Weyer,Dippach,Dippach
Sauer Arbeit,Dippach,Dippach
Pis Heck,Dippach,Dippach
Dieden Acht,Dippach,Dippach
Brücken Weyer,Dippach,Dippach
Flaxgarten,Dippach,Dippach
Steintgesberg,Dippach,Dippach
Galgenberg,Dippach,Dippach
beim Killbaeumtgen,Dippach,Dippach
unter der Stras,Dippach,Dippach
in der Acht,Bettange-sur-Mess,Dippach
bei der Keescht,Bettange-sur-Mess,Dippach
bei der Zillerey,Bettange-sur-Mess,Dippach
Kiem,Bettange-sur-Mess,Dippach
Chateau,Bettange-sur-Mess,Dippach
Karheck,Bettange-sur-Mess,Dippach
auf Ëspen,Bettange-sur-Mess,Dippach
im alten Schlos,Bettange-sur-Mess,Dippach
Loeftger Mühle,Bettange-sur-Mess,Dippach
beim Mühlenkreutz,Bettange-sur-Mess,Dippach
bei der Lann,Bettange-sur-Mess,Dippach
in der Schlamacht,Bettange-sur-Mess,Dippach
grossen Steinrausch,Bettange-sur-Mess,Dippach
im kleinen Steinrausch,Bettange-sur-Mess,Dippach
Kohlwies,Bettange-sur-Mess,Dippach
Weyer,Bettange-sur-Mess,Dippach
Gemeinen Dreescher,Bettange-sur-Mess,Dippach
Gemeinenheck,Bettange-sur-Mess,Dippach
Mertelkaul,Bettange-sur-Mess,Dippach
Erlen-Büsch,Schouweiler,Dippach
in den Growen,Schouweiler,Dippach
beim Weyerchen,Schouweiler,Dippach
bey der Dier-Wies,Schouweiler,Dippach
Hacken Acht,Schouweiler,Dippach
in Beerel,Schouweiler,Dippach
bey der Gemeinen Wies,Schouweiler,Dippach
Ritteschdrieschweg,Schouweiler,Dippach
auf'm Kirchenpaat,Schouweiler,Dippach
auf dem Arler Weeg,Schouweiler,Dippach
Welschenpesch,Schouweiler,Dippach
hinter hencker,Schouweiler,Dippach
Kreutz-Heck,Schouweiler,Dippach
Schaeffer Weeg,Schouweiler,Dippach
auf den Steinen,Schouweiler,Dippach
in der Acht,Schouweiler,Dippach
frey Wiesen,Schouweiler,Dippach
Merder-Löcheltgen,Schouweiler,Dippach
auf der Weinstras,Schouweiler,Dippach
Weyer Feld,Schouweiler,Dippach
auf dem Flues Garten,Schouweiler,Dippach
auf'm Leinenberg,Schouweiler,Dippach
auf der Wolfs-Kaul,Kahler,Garnich
auf der Milheck,Kahler,Garnich
beim Thiergarten,Kahler,Garnich
auf den rothen Raeuser,Kahler,Garnich
beim Schoenensteg,Kahler,Garnich
Kuolbamsfeld,Kahler,Garnich
Pferds- Büsch,Kahler,Garnich
Paerches-Wiesen,Kahler,Garnich
auf dem Hiewell,Kahler,Garnich
bei Krebocks- Lach,Kahler,Garnich
der Peifesch-haf,Kahler,Garnich
im Weyer,Kahler,Garnich
auf Staffelzer Heck,Kahler,Garnich
Gemeinenbüsch,Kahler,Garnich
Bourscheiter-Büsch,Kahler,Garnich
In Hoschtert,Garnich,Garnich
bei der Toden Brück,Garnich,Garnich
auf dem Firtgen,Garnich,Garnich
Wolfsmühl,Garnich,Garnich
in Metzig,Garnich,Garnich
Oreschtorf,Garnich,Garnich
bei Kohler-Büsch,Garnich,Garnich
auf der Scheuer,Garnich,Garnich
neuen Weyer,Garnich,Garnich
hinter Woeller,Garnich,Garnich
in den Miessen,Garnich,Garnich
auf dem Hundsknopf,Garnich,Garnich
auf dem Ehselberg,Garnich,Garnich
auf hoscht,Garnich,Garnich
hinterste Gemeinen-heck,Garnich,Garnich
vorderste Gemeinen-heck,Garnich,Garnich
hahnen-Schwantz,Garnich,Garnich
in der Stein-Rausch,Garnich,Garnich
Alt Wies,Garnich,Garnich
Richtesch Weyer,Garnich,Garnich
Beschützesch-Heck,Garnich,Garnich
Kill-Heck,Garnich,Garnich
Kuel heck,Garnich,Garnich
auf Eich,Garnich,Garnich
Lohbüsch,Garnich,Garnich
bey Marcks-Weyer,Garnich,Garnich
auf der Hobuch,Garnich,Garnich
Ferme de Klein-Bewing,Hivange,Garnich
Ferme de Gros-Bewing,Hivange,Garnich
auf der Acht,Hivange,Garnich
beim Rothen-Bäumchen,Hivange,Garnich
in der Dür Wies,Hivange,Garnich
bei Gredenheck,Hivange,Garnich
in den Weyerstücker,Hivange,Garnich
bei der Gemeinenheck,Hivange,Garnich
auf dem Holstein,Hivange,Garnich
im Schmidenmaerchen,Hivange,Garnich
in der Schmeldgen,Hivange,Garnich
in Bounert,Hivange,Garnich
Woellesch-Baach,Hivange,Garnich
in den Zehnstücker,Hivange,Garnich
auf dem Kielweg,Hivange,Garnich
auf dem Helender,Hivange,Garnich
Steinkäultgen,Hivange,Garnich
Kreen-Acker,Hivange,Garnich
in der Heinericht,Hivange,Garnich
auf den Reyen Bäumchen,Dahlem,Garnich
beim Bäumchen,Dahlem,Garnich
Boutschen-Wies,Dahlem,Garnich
auf dem Galgen-Berg,Dahlem,Garnich
auf dem rothen kreutz,Dahlem,Garnich
auf den Steinen,Dahlem,Garnich
in dem Weyer,Dahlem,Garnich
vor Hiemericht,Dahlem,Garnich
Kreutz-Feld,Dahlem,Garnich
unter Zehn-Stücker,Dahlem,Garnich
auf der Acht,Dahlem,Garnich
Loh-Heck,Dahlem,Garnich
auf Fohlberich,Dahlem,Garnich
auf Pfaffenthal,Dahlem,Garnich
Mehresgrund,Hobscheid,Habscht
Seemühle,Hobscheid,Habscht
Werckgarten,Hobscheid,Habscht
Freigart,Hobscheid,Habscht
Steinkaul,Hobscheid,Habscht
bei der Marck,Hobscheid,Habscht
Muehlenpesch,Hobscheid,Habscht
Hinckelberg,Hobscheid,Habscht
in den Haeusergen,Hobscheid,Habscht
Baurenberg,Hobscheid,Habscht
Brackenthal,Hobscheid,Habscht
in der Vorstadt,Hobscheid,Habscht
Rinder Grund,Hobscheid,Habscht
Gredenberg,Hobscheid,Habscht
im Ochtem,Hobscheid,Habscht
Gruendgen,Hobscheid,Habscht
Gemeinen Berg,Hobscheid,Habscht
Steinkaul,Hobscheid,Habscht
Helperweg,Hobscheid,Habscht
Eligius Kreutz,Hobscheid,Habscht
Gedrehnten Kreutz,Hobscheid,Habscht
Miltgen Knap,Hobscheid,Habscht
in der Zaengel,Hobscheid,Habscht
Achtloch,Hobscheid,Habscht
in der Acht,Hobscheid,Habscht
Kollesacht,Hobscheid,Habscht
Oligswies,Hobscheid,Habscht
beim Oligsweg,Hobscheid,Habscht
auf der Klaeusgen,Hobscheid,Habscht
im Weiher,Hobscheid,Habscht
Neumühle,Hobscheid,Habscht
im Steinerchesweg,Hobscheid,Habscht
Ruebenberg,Hobscheid,Habscht
Brackenthal,Hobscheid,Habscht
Faubourg,Eischen,Habscht
in den Rosen,Eischen,Habscht
Patron,Eischen,Habscht
Bourg,Eischen,Habscht
Hinter Zingen,Eischen,Habscht
Schwarze Bour,Eischen,Habscht
auf der Altmühl,Eischen,Habscht
Zwischen der Schock,Eischen,Habscht
unter der Schock,Eischen,Habscht
Bourgaas,Eischen,Habscht
Bourg Garten,Eischen,Habscht
Harden Gart,Eischen,Habscht
Bommerd,Eischen,Habscht
Woellersack,Eischen,Habscht
auf der Hostert,Eischen,Habscht
Acht,Eischen,Habscht
Heckse Berg,Eischen,Habscht
beim Hogericht,Eischen,Habscht
Griewekaul,Eischen,Habscht
auf den Graeber,Eischen,Habscht
Rommel,Eischen,Habscht
Sierie de Fischbur,Eischen,Habscht
vor Woelsbusch,Eischen,Habscht
in Kohler,Eischen,Habscht
Kohlerlach,Eischen,Habscht
Barrière,Eischen,Habscht
im Schinder,Kehlen,Kehlen
bei Schwerzersgart,Kehlen,Kehlen
oben dem Steg,Kehlen,Kehlen
im Lentzekehmet,Kehlen,Kehlen
auf Schellenmairchen,Kehlen,Kehlen
in oberveiller,Kehlen,Kehlen
auf dem Mehs,Kehlen,Kehlen
bei der Hieselheck,Kehlen,Kehlen
auf der Langvehrung,Kehlen,Kehlen
oben dem Renpatt,Kehlen,Kehlen
Zintesstahl,Kehlen,Kehlen
auf der Bourg,Kehlen,Kehlen
bei der Kirche,Kehlen,Kehlen
beim Schmatzkreutz,Kehlen,Kehlen
in Ehlen,Kehlen,Kehlen
auf der Rausch,Kehlen,Kehlen
alte Mühlen,Kehlen,Kehlen
Fischtenkonap,Kehlen,Kehlen
Immerich,Kehlen,Kehlen
auf Odenbourg,Kehlen,Kehlen
im Lohbüsch,Kehlen,Kehlen
auf dem Kuchenweg,Kehlen,Kehlen
Ehlbüsch,Kehlen,Kehlen
in den Ehlen,Kehlen,Kehlen
in der Goldkaul,Kehlen,Kehlen
Kasselsbüsch,Olm,Kehlen
Weizenfeldchen,Olm,Kehlen
im Hag,Olm,Kehlen
im Wolfsloch,Olm,Kehlen
Leimkaulen,Olm,Kehlen
Krimerich,Olm,Kehlen
Mühlenschleidgen,Olm,Kehlen
auf der Schantz,Olm,Kehlen
Steingesfeld,Olm,Kehlen
Dirbrühl,Olm,Kehlen
beim Kehmpesch,Olm,Kehlen
am Wiichterchesstéck,Olm,Kehlen
Kreizwé,Olm,Kehlen
Welschenpesch,Nospelt,Kehlen
Jokesheck,Nospelt,Kehlen
in der Acht,Nospelt,Kehlen
Maerchen,Nospelt,Kehlen
Kirchenhage,Nospelt,Kehlen
auf der Tonn,Nospelt,Kehlen
Erpeldang,Nospelt,Kehlen
Weilerberg,Nospelt,Kehlen
Klingerhof,Nospelt,Kehlen
Fidenberg,Nospelt,Kehlen
Ruebengaertgen,Nospelt,Kehlen
Krekelberg,Nospelt,Kehlen
Heisdorff,Nospelt,Kehlen
hinter der Lann,Nospelt,Kehlen
Wangert,Nospelt,Kehlen
im Steinbaeumchen,Nospelt,Kehlen
auf Bonenacker,Nospelt,Kehlen
im Schinner,Dondelange,Kehlen
Braupesch,Dondelange,Kehlen
Bois de St Esprit,Dondelange,Kehlen
im Viesch,Dondelange,Kehlen
Nickelswies,Dondelange,Kehlen
Kühberg,Dondelange,Kehlen
im Kosselt,Keispelt et Meispelt,Kehlen
in Mashelter,Keispelt et Meispelt,Kehlen
Wolfsgrächt,Keispelt et Meispelt,Kehlen
im Weÿergen,Keispelt et Meispelt,Kehlen
Aller,Keispelt et Meispelt,Kehlen
Lompenvies,Keispelt et Meispelt,Kehlen
im Schafsonner,Keispelt et Meispelt,Kehlen
hinter den Zingen,Keispelt et Meispelt,Kehlen
beim Wolfsbaum,Keispelt et Meispelt,Kehlen
Direnthal,Keispelt et Meispelt,Kehlen
am Wald,Keispelt et Meispelt,Kehlen
Lelesbur,Keispelt et Meispelt,Kehlen
Hasselknup,Keispelt et Meispelt,Kehlen
Hobuch,Keispelt et Meispelt,Kehlen
auf der Landwehring,Keispelt et Meispelt,Kehlen
auf der Acht,Keispelt et Meispelt,Kehlen
in den hourengarten,Keispelt et Meispelt,Kehlen
auf holzemierchen,Keispelt et Meispelt,Kehlen
unterste muhlen,Koerich,Koerich
im zimmengründchen,Koerich,Koerich
oben Bolles Brak,Koerich,Koerich
in den Schennern,Koerich,Koerich
auf dem Silber Knipchen,Koerich,Koerich
in der Rei Bäums Acht,Koerich,Koerich
in der Roth Acht,Koerich,Koerich
bei der Steinbaeumchesacht,Koerich,Koerich
in der Schockenacht,Koerich,Koerich
Enkenstallchen,Koerich,Koerich
auf dem Steinischen Weg,Koerich,Koerich
Fockenschloss,Koerich,Koerich
Focken Mühlen,Koerich,Koerich
in der Steinbäumches Acht,Koerich,Koerich
in der Rothacht,Koerich,Koerich
in der Stei merwies,Koerich,Koerich
Neumuhlen,Koerich,Koerich
Weyerchen,Koerich,Koerich
auf dem rosen Knopf,Koerich,Koerich
auf den Killen,Koerich,Koerich
Fraschtenhof,Koerich,Koerich
am Weiler,Koerich,Koerich
auf Dürenbusch,Koerich,Koerich
am Braugart,Koerich,Koerich
bey Frantzen Kapell,Koerich,Koerich
Häusercher,Koerich,Koerich
in Hoetenthal,Koerich,Koerich
vor Hoetenthal,Koerich,Koerich
Auf dem Rosenknopf,Koerich,Koerich
Steinforter Acht,Koerich,Koerich
in dem Jungen art,Goeblange,Koerich
auf Lieb und Leid,Goeblange,Koerich
Scheir Heck,Goeblange,Koerich
Gromoir,Goeblange,Koerich
auf Wiltzert,Goeblange,Koerich
auf den alten Kelken,Goeblange,Koerich
auf Fromericht,Goeblange,Koerich
Scheuer Heck,Goeblange,Koerich
bei den Hobuchen,Goeblange,Koerich
auf dem Mees,Goeblange,Koerich
Lannenmeer,Goeblange,Koerich
Encken Ställchen,Goeblange,Koerich
auf der Tonn,Goeblange,Koerich
im Kreutz,Goeblange,Koerich
bey Wolffsheck,Goeblange,Koerich
bey dem Berg Wasser Baum,Goeblange,Koerich
auf dem Simmer Pfad,Goeblange,Koerich
im Kreutz,Goetzingen,Koerich
Kalckkaul,Goetzingen,Koerich
am Dell Bäumchen,Goetzingen,Koerich
auf dem Mies,Goetzingen,Koerich
in Silbericht,Goetzingen,Koerich
beim Bauch,Goetzingen,Koerich
an der Wingers Wies,Goetzingen,Koerich
im Deich,Goetzingen,Koerich
am Deichkap,Goetzingen,Koerich
bey der Brück,Goetzingen,Koerich
bey den Bauemercher,Goetzingen,Koerich
Koeler Büsch,Goetzingen,Koerich
im allen Weyer,Goetzingen,Koerich
auf dem Mies,Goetzingen,Koerich
auf dem Schansen Grouff,Goetzingen,Koerich
Lanschler Weyer,Goetzingen,Koerich
Martbüsch,Kopstal,Kopstal
Scheuerloch,Kopstal,Kopstal
auf der Stros,Kopstal,Kopstal
bei der Segmühlen,Kopstal,Kopstal
Schmitzmillen,Kopstal,Kopstal
Predigerpad,Kopstal,Kopstal
Römische Grund,Kopstal,Kopstal
Tannebüsch,Kopstal,Kopstal
Jaegersacht,Kopstal,Kopstal
Wolfsknap,Kopstal,Kopstal
im Weitzenfeld,Kopstal,Kopstal
Bridel,Bridel,Kopstal
Rodenhoff,Bridel,Kopstal
Altenhoff,Bridel,Kopstal
bei der Altenbrack,Bridel,Kopstal
bei der Altenbrack,Bridel,Kopstal
Schwaarzeweier,Bridel,Kopstal
die Rothwiesen,Bridel,Kopstal
auf der Schantz,Bridel,Kopstal
beim Antonskreutz,Bridel,Kopstal
in der Kaemerchen,Mamer-Nord,Mamer
in Werwelslach,Mamer-Nord,Mamer
auf dem Schenner,Mamer-Nord,Mamer
in Engelsrath,Mamer-Nord,Mamer
unter Katherinen häusgen,Mamer-Nord,Mamer
in Ruplesch,Mamer-Nord,Mamer
an Katzenfels,Mamer-Nord,Mamer
in Fronerbund,Mamer-Nord,Mamer
in der Mees,Mamer-Nord,Mamer
hinter dem Kim,Mamer-Nord,Mamer
Beren Thal,Mamer-Nord,Mamer
Gastgrund beim Wilzermühlen,Mamer-Nord,Mamer
Gastgrund beim Neumühlen,Mamer-Nord,Mamer
Gemeinheck bei Neumühle,Mamer-Nord,Mamer
Gastmühlen,Mamer-Nord,Mamer
Koenigs Bund,Mamer-Nord,Mamer
unter den Koem,Mamer-Nord,Mamer
auf dem Onner,Mamer-Nord,Mamer
Ney Maxmühlen,Mamer-Nord,Mamer
auf der Acht,Mamer-Sud,Mamer
auf dem Foncke Schenner,Mamer-Sud,Mamer
Bonze Berg,Mamer-Sud,Mamer
bey Hentes Kreutz,Mamer-Sud,Mamer
Beim Kare Weeg,Mamer-Sud,Mamer
Aelter Stein,Mamer-Sud,Mamer
Dirwis,Mamer-Sud,Mamer
Gemeine Rath,Mamer-Sud,Mamer
Bocks Weyer,Mamer-Sud,Mamer
Roos Gaertchen,Mamer-Sud,Mamer
Kehlen Lechelchen,Mamer-Sud,Mamer
Kronich,Mamer-Sud,Mamer
Kohle Staf,Mamer-Sud,Mamer
Steingen Wies,Mamer-Sud,Mamer
In Diren Bund,Mamer-Sud,Mamer
In Flax Garten,Mamer-Sud,Mamer
Beisemer Weier,Mamer-Sud,Mamer
im Baum Busch,Mamer-Sud,Mamer
auf dem Steiner,Capellen,Mamer
in der Waeschheck,Capellen,Mamer
Im Kalkes Feld,Capellen,Mamer
in Kalkes Pecheil,Capellen,Mamer
auf dem Steiner,Capellen,Mamer
Singe-Weyer,Capellen,Mamer
bei der Kiebruck,Capellen,Mamer
neue Weyer,Capellen,Mamer
im Dorf Kaap,Capellen,Mamer
auf dem Steinigen Feld,Holzem,Mamer
auf der Hoschtert,Holzem,Mamer
auf der Hoschtert,Holzem,Mamer
bei der Houschtren Wies,Holzem,Mamer
auf der Hoschtert,Holzem,Mamer
auf der Kaemerchen,Holzem,Mamer
in Juden Flas,Holzem,Mamer
in den Rodemacher Hecken,Holzem,Mamer
in den untersten Stegen,Holzem,Mamer
in der Welleschbach,Holzem,Mamer
bei den Weschen,Holzem,Mamer
bei Sail Baumchen,Holzem,Mamer
in Frounert,Holzem,Mamer
in oberst Berel,Holzem,Mamer
in Dirbend,Holzem,Mamer
in untert Berel,Holzem,Mamer
in eilesch Busch,Holzem,Mamer
im Brükenfeld,Holzem,Mamer
bei der Meyers Bruck,Holzem,Mamer
Auf dem Brimen Feld,Holzem,Mamer
auf dem Hougerichten Berg,Holzem,Mamer
im Stoleisen,Holzem,Mamer
in Karmesfurth,Holzem,Mamer
beim gemeine Weyer,Holzem,Mamer
beim Apes Weyer,Holzem,Mamer
beim Spanken Weyer und beim Ronne Weyer,Holzem,Mamer
im Horigen Brill,Holzem,Mamer
bei der Elterheck,Holzem,Mamer
auf dem Kem,Holzem,Mamer
im Heuertz Weyer,Holzem,Mamer
Landscheiter weiher,Cap,Mamer
Kapeweiyer,Cap,Mamer
Brackengart,Cap,Mamer
Kapelle,Cap,Mamer
Wangertsberg,Cap,Mamer
bei Kehmpesch,Cap,Mamer
Zolverfeld,Cap,Mamer
in der Oicht,Greisch,Habscht
auf dem Steinchen Widdem,Greisch,Habscht
im Weyler bourn,Greisch,Habscht
beim Eselsbürchen,Greisch,Habscht
Krechelsberg,Greisch,Habscht
in Koisselt,Greisch,Habscht
Schofswois,Greisch,Habscht
Rospelt,Greisch,Habscht
auf dem Holtzapfel,Greisch,Habscht
bey der Kalkkaul,Greisch,Habscht
bey der Kalkkaul,Greisch,Habscht
auf der Scheuer,Greisch,Habscht
auf der Stroos,Greisch,Habscht
in den Adelechen Stücken,Greisch,Habscht
auf der Klaeusgen,Greisch,Habscht
Haupertz Feld,Roodt,Habscht
Geessenfeld,Roodt,Habscht
Hoirgart,Roodt,Habscht
Freiheck,Roodt,Habscht
auf der Dier Wies,Roodt,Habscht
Millescht,Roodt,Habscht
Raustein,Roodt,Habscht
auf den Roosen,Roodt,Habscht
bei der Breck,Roodt,Habscht
Hedefeld,Roodt,Habscht
im Hunne Schesser,Roodt,Habscht
bei Mierz Oicht,Roodt,Habscht
vor Fleling,Roodt,Habscht
Nësserchen,Roodt,Habscht
vor der Scheuer,Roodt,Habscht
Helpesch Holtz,Roodt,Habscht
auf der Kieftgen,Septfontaines,Habscht
Kobüscheltgen,Septfontaines,Habscht
Ribe Feldgen,Septfontaines,Habscht
Poter Feld,Septfontaines,Habscht
im Tornier Gründgen,Septfontaines,Habscht
Waldhoehl,Septfontaines,Habscht
in den Schoents rächern,Septfontaines,Habscht
In Ehlerchen,Septfontaines,Habscht
in der Fellesch Oicht,Septfontaines,Habscht
Weller Wiesen,Septfontaines,Habscht
Folle Mond,Septfontaines,Habscht
Wellenschleid,Septfontaines,Habscht
Welfragrund,Septfontaines,Habscht
Welfrauberg,Septfontaines,Habscht
helge gründgen,Septfontaines,Habscht
Fahr Oicht,Septfontaines,Habscht
beim Holtzenkreutz,Septfontaines,Habscht
im Blell,Septfontaines,Habscht
Stengesch Oicht,Septfontaines,Habscht
Gemengen Heck,Septfontaines,Habscht
Heckenhof,Septfontaines,Habscht
bei der Destel Oicht,Septfontaines,Habscht
ob der Wahl Scheuer,Septfontaines,Habscht
bei der Wahl Scheuer,Septfontaines,Habscht
Suebeluecht,Septfontaines,Habscht
im arler grund,Septfontaines,Habscht
im Lehn,Septfontaines,Habscht
um Hellgestengchen,Septfontaines,Habscht
Ferme dite Griefgen,Septfontaines,Habscht
auf der Steinrausch,Septfontaines,Habscht
auf der Monsbourg,Septfontaines,Habscht
auf dem Leschenweg,Septfontaines,Habscht
auf dem Geisknäpgen,Septfontaines,Habscht
beim Fourt,Septfontaines,Habscht
beim Schäefesch Kreutz,Septfontaines,Habscht
beim alten Steech,Septfontaines,Habscht
auf dem Kalkof,Steinfort,Steinfort
in der Nachtsweide,Steinfort,Steinfort
in der Wetzkaeulchen,Steinfort,Steinfort
beim Schwarzenhof,Steinfort,Steinfort
auf der Rosenheck,Steinfort,Steinfort
am heiligen Haust,Hagen,Steinfort
in Schweinnengarten,Hagen,Steinfort
aut der Thon,Hagen,Steinfort
im Bannowen,Hagen,Steinfort
Grewen Garten,Hagen,Steinfort
beim Kolbaum,Hagen,Steinfort
auf Mohrsknopf,Hagen,Steinfort
im Schenner,Hagen,Steinfort
in klein Reisbrig,Hagen,Steinfort
im Brückergart,Hagen,Steinfort
beim Osterbaum,Hagen,Steinfort
in der Apelwies,Hagen,Steinfort
bei der alt Strass,Hagen,Steinfort
im Kielburgerbrill,Hagen,Steinfort
auf dem Freiplönchen,Hagen,Steinfort
an der Leissgrub,Hagen,Steinfort
beim Klossbaum,Hagen,Steinfort
in der Auchtheck,Hagen,Steinfort
in der Dierwies,Hagen,Steinfort
in Roisburg,Hagen,Steinfort
an den Fotzen,Hagen,Steinfort
in Losering,Hagen,Steinfort
in Muellenpesch,Hagen,Steinfort
auf dem Schetzelchen,Kleinbettingen,Steinfort
zu Bettingen,Kleinbettingen,Steinfort
in der Baumwies,Kleinbettingen,Steinfort
in Baumbusch,Kleinbettingen,Steinfort
in der Stae Moerchen,Kleinbettingen,Steinfort
auf dem Erzfeld,Kleinbettingen,Steinfort
auf der Queracht,Kleinbettingen,Steinfort
auf den rothen Stücker,Kleinbettingen,Steinfort
beim suessen Baeumchen,Kleinbettingen,Steinfort
in Walzing,Kleinbettingen,Steinfort
in der Acht,Kleinbettingen,Steinfort
im Hower Buesch,Kleinbettingen,Steinfort
auf der Kreitzheck,Kleinbettingen,Steinfort
in Scharlach,Kleinbettingen,Steinfort
in Scharlack,Kleinbettingen,Steinfort
auf dem Rosenberg,Kleinbettingen,Steinfort
in der Scheffes Meer,Kleinbettingen,Steinfort
in Keschthaelchen,Kleinbettingen,Steinfort
Lohmühle,Clervaux,Clervaux
in der Seift bei der Lohmühle,Clervaux,Clervaux
Gerberei Prum,Clervaux,Clervaux
Kapellen Wies,Clervaux,Clervaux
unterste haag,Clervaux,Clervaux
oberste haag,Clervaux,Clervaux
Klotzenweg,Clervaux,Clervaux
